ID,Category,Text_Length,Keywords,Text_Preview
13173522,BANKING,6863,,"VICE PRESIDENT OF MEMBERSHIP Professional Summary Talented business development professional with over 10 years of experience in different facets of Business Development, including sales, marketing, a..."
13393401,BANKING,5256,,CHIEF OPERATING OFFICER Summary of Skills Strategic Planning/Management Strong communication skills Strong credit/financial analysis skills Team builder/collaborator Sales management Negotiation skill...
13982572,BANKING,4622,,"BRANCH BANKING COORDINATOR Summary Manager with 12 years of background in customer service, finance, leadership and branch management. Vast knowledge of finance, regulatory requirements and general ba..."
14391434,BANKING,6453,,PROGRAM ADMINISTRATOR Executive Summary Results-focused management professional offering 15 years of progressive leadership experience. Transforms high-potential staff into outstanding leaders who dem...
14626780,BANKING,5563,,GRANTS MANAGER Summary Finance professional successful in not-for-profit and for-profit organizations wanting to resume career after meeting personal goals and obtaining unrestricted work authorizatio...
15553584,BANKING,2780,,"RESEARCH ASSISTANT Summary Seeking a position in a research institution or a university Skills Managerial Accounting, Legal Environment of Business, Financial Management, Operations Management, Busine..."
15856762,BANKING,9044,,"SVP, BUSINESS BANKING Executive Profile Executive Banker with experience in all facets of banking: growth strategy (retail and commercial); operations; business development; and sales and marketing, a..."
16300459,BANKING,4851,,FINANCIAL EDITOR ASSISTANT Summary Strong motivated graduate student who's pursuing master's degree in Finance. Seeking an entry level internship in financial area that can utilize financial analysis ...
16407619,BANKING,5063,git,"CUSTOMER SERVICE REPRESENTATIVE Professional Summary Office professional with an extensive background of more than twelve years of Customer Service, Account Manager and Office Administrative Support. ..."
17131084,BANKING,5311,,"FINANCIAL ANALYST Highlights Microsoft Excel and PowerPoint (intermediate), Capital IQ (intermediate), FactSet (intermediate), SNL (intermediate), Bloomberg (beginner/intermediate), SPSS (intermediate..."
11183737,BPO,8239,aws,MANAGER- ADMINISTRATION & FACILITIES Executive Summary A motivated administrative professional seeking a position in a challenging environment. Over 8 years experience successfully providing administr...
13964744,BPO,7369,"java, sql","TEAM LEAD SENIOR ANALYST Professional Summary MBA in Business Management, Finance & M.S in Information technology Professional Summary: Overall 7+ years of experience in implementing and supporting In..."
15145575,BPO,6062,,IT SUPPORT OFFICER Executive Profile Seeking assignments in Hardware Network Servers Technical Support with an organization to deliver results by leveraging strong exposure in IT Operations. Cisco cer...
15573418,BPO,8734,,GENERAL MANAGER AND BOARD MEMBER Executive Profile High performing Customer Relationship Management / BPO executive with proven experience managing high growth/complex operations serving diverse indus...
16492045,BPO,5823,,BPO TEAM LEADER Summary Seeking to provide top-quality support to ensure a competitive advantage in the global marketplace. Accomplishments Recognized for playing an instrumental role in exceeding com...
18589927,BPO,3086,,"CUSTOMER SERVICES Summary Professional in Economics with 7+ years of experience in the financial sector, as administrative assistant, manager, analyst and customer services. Optimizing work methods th..."
19362586,BPO,5345,,"RISK SPECIALIST Professional Summary Sales and operations professional with experience in the wholesale, retail, servicing and loss mitigation in the mortgage banking industry. Expertise includes cold..."
23933031,BPO,8340,,SR. WORKFORCE MANAGER Summary Results-oriented Workforce & Relationship Manager with diverse background in management & customer service. Dedicated to providing excellent customer service and making o...
24727739,BPO,6888,,"QUALITY ASSURANCE LEAD Career Overview Coaching & Development Technical Support Ability to multi-task in a demanding environment Process improvement Administrator of Development Knowledgeable system, ..."
26829350,BPO,7223,,BUYER Summary Over 1 year of end to end experience in worldwide Procurement operations *Over 5 years of end to end experience with Accounts payable and reconciliation *Great team player with the abili...
27710853,BPO,15663,,BUSINESS ACCOUNT LEAD Executive Profile Strong Service Delivery & Operations Management experience with significant exposure to the entire value chain with key contributions in Operations framework se...
30709029,BPO,5023,git,"REALTOR Professional Summary Motivated real estate professional with 16 years of experience. Versed in all aspects of real estate, time management, negotiation, conflict resolution, property managemen..."
31064969,BPO,5792,,DIVISION OPERATIONS & RISK OVERSIGHT MANAGER RISK MANGEMENT LEADER Visionary Operations Executive with solid experience managing all levels of multiple projects including budgeting and administration....
38707449,BPO,3669,,SR. CAMPUS RECRUITER Summary Solutions and results driven professional with over 10 years of high volume recruitment experience across multiple disciplines and industries. Recognized and known for com...
41152404,BPO,8060,"java, javascript, html, sql, git",TEST ANALYST-INTERN/CONTRACTOR Profile 3+ years of professional experience in Software Testing. Experience in working with Agile Software Development. Strong scripting skills with good expereince in t...
45077654,BPO,9197,css,"CLAIMS SUBJECT MATTER EXPERT Professional Summary Experienced Customer Service Representative with over 10 years of experience Worked in Healthcare Industry for over 8 years with Humana, Passport and ..."
57706851,BPO,9751,sql,NOC ENGINEER Summary To work for professional organization that gives an opportunity for growth and to contribute value based management talent along with the seeking guidance from proficient seniors ...
63158213,BPO,5869,css,"SR. NETWORK ENGINEER Summary Bilingual Network Engineer offering in-depth understanding of IT infrastructure areas, particularly IT Network Design, Implementation & Optimization of Wired & Wireless Ne..."
69097572,BPO,5856,,TRANSACTION PROCESSING ANALYST Summary Dependable individual who brings management experience and a willingness to take on added responsibility to meet tight deadlines. Enthusiastic team player with a...
79261033,BPO,4359,,"DIRECTOR OF OPERATIONS, BPO Executive Summary Results-Focused management professional offering 15 years of progressive leadership experience. Transforms high-potential staff into outstanding leaders w..."
10228751,BUSINESS-DEVELOPMENT,4705,,"BUSINESS DEVELOPMENT MANAGER/STAFFING MANAGER Professional Summary Innovative Manager seeks position offering opportunities for new professional and personal challenges. Self-starter with a positive, ..."
10235211,BUSINESS-DEVELOPMENT,8184,,"SENIOR ASSOCIATE BUSINESS DEVELOPMENT Professional Summary Background includes military service in the United States Marine Corp and the United States Army. A strong formidable leader, that is able to..."
10289113,BUSINESS-DEVELOPMENT,5416,,"BUSINESS DEVELOPMENT DIRECTOR Summary I collaborate with multiple stakeholders to determine audience needs, quickly developing strategic plans that align with my clients business priorities and strate..."
10501991,BUSINESS-DEVELOPMENT,7710,,BUSINESS DEVELOPMENT REPRESENTATIVE Accomplishments Achievement driven and results-oriented individual interested in working in Business Management or Sales. SUMMARY: Youthful yet very mature; willing...
10541358,BUSINESS-DEVELOPMENT,6063,git,"BUSINESS DEVELOPMENT REGIONAL MANAGER Summary Responsible for exhibiting value of the company's brand, through the delivery of expansion, recruitment, mobility, conflict resolution, and workforce mana..."
10704573,BUSINESS-DEVELOPMENT,7421,,DIRECTOR OF BUSINESS DEVELOPMENT Executive Profile Results- driven and highly skilled Account Manager and Sales Leader with 10+ years of experience developing and executing plans that cover all aspect...
11088337,BUSINESS-DEVELOPMENT,5206,git,"BUSINESS DEVELOPMENT MANAGER Experience January 2014 to Current Company Name City , State Business Development Manager Platform for video content and targeted native video ads Report to COO and CRO wi..."
11289482,BUSINESS-DEVELOPMENT,7692,,"BUSINESS DEVELOPMENT MANAGER, VP Executive Profile Ambitious leader who creates strategic alliances with organization leaders to effectively align with and support key business initiatives. Builds and..."
11551946,BUSINESS-DEVELOPMENT,7550,,"SENIOR BUSINESS DEVELOPMENT MANAGER Summary Business development professional experienced in sales management, marketing and applications engineering of filtration and drying systems to the bio-pharma..."
12059198,BUSINESS-DEVELOPMENT,3065,,"DIRECTOR OF BUSINESS DEVELOPMENT Summary Customer service based marketer and administrative professional with hands on experience in sales, marketing, and operations. Known for being knowledgeable and..."
12230301,BUSINESS-DEVELOPMENT,12198,"react, git",BUSINESS DEVELOPMENT SPECIALIST/AE Professional Summary I am an exceptionally creative and results-driven marketing professional with over 20 years of successful experience covering the entire gamut o...
12377803,BUSINESS-DEVELOPMENT,5665,,BUSINESS DEVELOPMENT MANAGER Highlights BUSINESS DEVELOPMENT SKILLS Identify and capitalizing on opportunities. Understanding customer requirements. Networking in a professional manner. Developing key...
12546838,BUSINESS-DEVELOPMENT,7611,"python, data science","BUSINESS DEVELOPMENT MANAGER Summary With 11 years of diverse managerial and marketing experience penetrating in domestic and international markets including Manufacturing, Engineering, Food and IT, I..."
12814706,BUSINESS-DEVELOPMENT,5165,git,BUSINESS DEVELOPMENT DIRECTOR Summary Business Development Director driven to exceed sales goals and build long-term relationships with customers. Creates a positive shopping experience through high-q...
13080868,BUSINESS-DEVELOPMENT,4873,aws,"BUSINESS DEVELOPMENT Professional Summary Seeking meaningful, part to full-time employment with an organization that could benefit from my professional experience with business development, management..."
13199813,BUSINESS-DEVELOPMENT,7431,,"DIRECTOR OF BUSINESS DEVELOPMENT Executive Profile My goal is to use my unique collection of expertise, experience, and skills gained from my seventeen years as a construction business development and..."
13574264,BUSINESS-DEVELOPMENT,5241,git,"BUSINESS DEVELOPMENT DIRECTOR Experience BUSINESS DEVELOPMENT DIRECTOR January 2010 to Current Company Name ï¼​ City , State Leads vision, strategy, and execution for all facets of operations and busi..."
13888506,BUSINESS-DEVELOPMENT,3799,,BUSINESS DEVELOPMENT MANAGER Summary Entrepreneur and sales professional recognized by the Prince George's Chamber of Commerce and non-profit organizations as a leader in developing strategic partners...
14055971,BUSINESS-DEVELOPMENT,6043,,BUSINESS DEVELOPMENT REPRESENTATIVE Professional Summary Experienced administrative professional with excellent client and project management skills. Action-oriented with strong ability to communicate...
10001727,CHEF,4807,aws,"SOUS CHEF Work Experience Sous Chef Jul 2010 Company Name ï¼​ City , State Assisted cooks in the preparation of green salads, fruit salads and pasta salads. Worked the sautÃ© and fry stations. Plated ..."
10276858,CHEF,5261,,FOOD PREP CHEF Skills Highly skilled in cooking and preparing a variety of cuisines Inborn ability to explore new cooking avenues Thorough understanding of sanitation needs of the kitchen Operate kitc...
10333299,CHEF,5479,,GENERAL MANAGER / EXECUTIVE CHEF Summary Dedicated leader with over 15-year track record as an organized administrative professional with hands-on experience supporting business areas such as accounti...
10588874,CHEF,6399,,"MANAGER AND EXECUTIVE CHEF Profile Results oriented manager who thrives in fast-paced, competitive environments is seeking position offering opportunities for new professional and personal challenge. ..."
10653119,CHEF,7954,,"EXECUTIVE CHEF /CHEF MANAGER Experience Executive Chef /Chef Manager , 01/2014 to 01/2019 Company Name â€“ City , State Developed restaurant concept, menu, and recipes and oversaw daily restaurant ope..."
10889157,CHEF,6925,,LEAD COOK (COOK III) Summary Charles Hundley has well over nine years of overall cooking and kitchen experience. Four years of lead cook experience. Three years as a certified trainer. He has gained v...
11121498,CHEF,6084,,"CHEF Executive Profile Accomplished personal chef, committed to culinary excellence, quality ingredients and personalized service seeking to add his extensive culinary skill and knowledge of nutrition..."
11209758,CHEF,6262,,"DFW PERSONAL CHEF Experience DFW Personal Chef City , State Devise and execute growth plans entailing market penetration and expansion, product development and diversification,. new customer acquisiti..."
11432686,CHEF,10490,,"CATEGORY BRAND MANAGER Summary A creative marketing professional with 20 years demonstrated experience in project management, marketing communications, sales support, strategy, research, and product d..."
11444536,CHEF,4876,aws,CO-OWNER/EXECUTIVE CHEF Career Focus Performance driven administrative professional with extensive experience in purchasing and operations in support of top organizational objectives. Fourteen years' ...
12155206,CHEF,4819,,"KINDERGARTEN TEACHER Professional Summary Energetic, results-oriented team-player eager to bring strong administrative skills to a growing company in need of top-level support. High-performing Adminis..."
12254068,CHEF,6456,,"HEALTH CARE ADMINISTRATOR Interests As a hobby, creating memorable events for military functions, wedding and party planning. Developed training program for 2 and 3 session cake decorating classes for..."
12420359,CHEF,5273,,PASTRY SOUS CHEF Summary Service oriented professional looking for opportunities in pastry arts. Seeking to advance development of skills and learn more aspects of pastry arts and confections. Diploma...
12717345,CHEF,4663,,"EXECUTIVE CHEF Summary Dedicated, hardworking restaurant management professional with extensive daily planning and operations experience. Skilled in menu planning using seasonal ingredients and a pass..."
13095891,CHEF,6439,,"EXECUTIVE CHEF Executive Profile Award winning executive chef with comprehensive experience in kitchen, banquets, and a-la-carte operations, for hotels, resorts and restaurants. Culinary innovator kno..."
13212436,CHEF,6605,,PERSONAL/ PRIVATE CHEF Professional Summary EXECUTIVE CHEF __________________________________________ With more than 29 years of expertise at the forefront of restaurant operations and menu developmen...
13264154,CHEF,6156,,"CHEF INSTRUCTOR Professional Summary Pastry chef/baker/cake decorator with 5 year history creating beautiful specialty cakes for events. Wide range of skills includes custom breads, cookies, pies and ..."
13411858,CHEF,7361,,PAMPERED CHEF Summary Adept at organizing and facilitating management and team building training programs as well as staff and customer appreciation activities that have created exceptional team camar...
14569498,CHEF,3478,,"CHEF OWNER Executive Profile A combination of specialized training and professional experience results in excellent qualifications as an EXECUTIVE CHEF, SOUS CHEF AND CHEF. Highly skilled in a variety..."
14663897,CHEF,10468,aws,CHEF Credentials National Registry of Food Safety Professionals Certified Food Safety Manager National Registry of Food Safety Professionals Test Administrator/Proctor Education and Training High Scho...
10041713,CONSTRUCTION,6867,sql,"SR. ESTIMATOR-BAS CONSTRUCTION SALES Summary 9+ years of professional working experience in energy solution consulting and performance contracting, HVAC estimating & designing in buildings & industria..."
10100240,CONSTRUCTION,5773,aws,CARPENTER APPRENTICE Professional Summary Former construction and carpentry worker committed to high-quality workmanship and safe environments. Over 4 years of hands-on experience working with remodel...
10149490,CONSTRUCTION,9745,,"NEW CONSTRUCTION / AFE MAINTENANCE MANAGER Summary 23 years in the Industry, with 18 years of Management / Supervisory experience in Shutdowns, T/A's, and Project related work. Safety statistics for a..."
10176013,CONSTRUCTION,9072,,CONSTRUCTION ESTIMATOR Summary Energetic Construction Manager consistently involved in all facets of building construction. Specialty in commercial structures and municipal bridges. Proactive Project ...
10281555,CONSTRUCTION,5314,,"CONSTRUCTION SITE MANAGER Summary supervising and overseeing the direction of the project (or a package), ensuring that the client's specifications and requirements are met, reviewing progress and lia..."
10734870,CONSTRUCTION,5032,"react, aws",CONSTRUCTION Summary The purpose of submitting my resume to your company is to obtain a position with the opportunity to utilize my training and skills in the technician industry. I am experienced in ...
10820510,CONSTRUCTION,2391,aws,"QA / QC MANAGER Summary QA / QC Manager Qualification Highlights Current Certifications Job 21 years' experience in the Oil and Gas Industry, Specializing in Repair/Maintenance and New Construction of..."
11393213,CONSTRUCTION,5286,aws,CONSTRUCTION LABORER Professional Summary Reliable Construction worker offering expertise gained over 7 year career in diverse labor roles. Versed in completing physically-challenging jobs and working...
11650031,CONSTRUCTION,2136,,"HYDROBLASTING TECHNICIAN 1 Career Objective An enthusiastic, team oriented and polished professional seeking employment with a company that values a proactive attitude and solid ambition. I am seeking..."
12212468,CONSTRUCTION,8658,,ASSISTANT PROJECT MANAGER/DESIGN BUILD CONSTRUCTION COORDINATOR Summary Highly motivated Civil Engineer with 16 years of experience working for one of North America's largest and most respected constr...
12491898,CONSTRUCTION,17585,aws,Work History Company Name CONSTRUCTION LABORER Accomplishments Puesto que solicita: Fecha: Almeda-Genoa Constructors se ha comprometido a la igualdad de oportunidades para los solicitantes y empleados...
12654876,CONSTRUCTION,6801,,"SENIOR FACILITIES AND CONSTRUCTION PROJECT MANAGER Summary Thirty years experience as Manager and Director of Facilities, Project and Construction Management in various challenging environments; twent..."
12666174,CONSTRUCTION,7932,css,REGIONAL SCHEDULE MANAGER Summary Mr. Ginder has been working in the heavy civil construction industry for nearly 20 years. He has been working primarily as a Primavera scheduler since 2006. The range...
12693146,CONSTRUCTION,7967,,"SUPERINTENDANT Summary Energetic Construction Manager consistently involved in all facets of construction. Specialty in commercial interior renovation and some residential experience, as well as exper..."
12695537,CONSTRUCTION,5619,react,"UTILITY ENGINEER Profile Detail oriented and motivated Chemical Engineer with strong research, analytical and problem solving skills seeks a position in the industry. Team player with proven strengths..."
12826414,CONSTRUCTION,9753,aws,DIRECTOR OF PIPELINE OPERATIONS Executive Profile Innovative executive operations director with solid experience managing all levels of multiple projects including budgeting and administration Skill H...
12839152,CONSTRUCTION,7432,git,CONSTRUCTION MANAGER Professional Summary Motivated Construction Manager highly effective at finding the best methods possible to complete exceptional construction projects. Strong knowledge ofÂ build...
12890045,CONSTRUCTION,4650,aws,CONSTRUCTION PROJECT COORDINATOR Summary I am seeking a competitive and challenging environment where I can serve your organization and establish an enjoyable career for myself.Advanced knowledge of S...
13907230,CONSTRUCTION,1917,,"GENERAL CONSTRUCTION INTERN Objective Dedicated studentÂ with excellent technical, analytical and communication skills, in search of an organization that gives me a platform to develop new skills. Whi..."
14585273,CONSTRUCTION,5407,,CONSTRUCTION SERVICES PROJECT MANAGER Summary Dedicated Â Property/ Facilities Specialist Â with more thanÂ 10 years overseeing a diversified portfolio of commercial properties totaling over 1 million...
10332998,CONSULTANT,5447,aws,CONSULTANT Professional Summary Astute and innovative attorney with strong ability to develop and implement effective litigation case strategies and write persuasive motions. Proven ability to resolve...
10984392,CONSULTANT,6203,,PROCESS CONSULTANT Professional Summary Experienced operations manager and entrepreneur who built 4.5 million dollar company without start up capital or outside investment. Supremely organized with ab...
11020140,CONSULTANT,5401,"html, git",CONSULTANT Professional Profile Highly motivated and self-driven Systems Analyst with vast experience in various environments and technologies in support of multiple departments across the enterprise....
11333660,CONSULTANT,6268,,CONSULTANT Summary Military veteran and PhD with a breadth of professional experience. Proven expertise in long- and short-term projects with tight deadlines and changing requirements. Highlights *Ana...
11415967,CONSULTANT,5654,,"CONSULTANT Professional Summary Highly motivated female with over 3years management experience and exceptional people skills, looking to join a growing organization as part of the executive team. Core..."
11835339,CONSULTANT,7905,,"CONSULTANT TO OWNER Education Florida International University 1984 Bachelors Degree : Hospitality Management City , State Executive Experience Company Name City , State Hotel, Restaurant & Marina PRE..."
12251115,CONSULTANT,2954,,"CONSULTANT Executive Profile Over 5 years experience in the marijuana industry. Managing and assisting in building up a marijuana business to a multi million dollar, multi company operation. Solid man..."
12374933,CONSULTANT,11374,sql,"IT CONSULTANT Professional Summary Support Engineer with Public Trust Clearance and 10 years of Information Technology experience in installing, maintaining, and repairing hardware, software, and netw..."
12526702,CONSULTANT,6741,,CONSULTANT Profile Skilled professional with 15 years of experience in electrical and quality engineering for numerous engineering and quality control processes. Expertise in creating detailed test pl...
12897903,CONSULTANT,5653,"aws, git",CONSULTANT Highlights Employee relations Performance management strategies Excellent interpersonal and coaching skills Course Prep for SHRM-SCP (May 2017) Employee handbook development Event managemen...
12955994,CONSULTANT,8515,aws,"CONSULTANT Summary Versatile Management Professional trained in Insurance, Healthcare, Project Management, and Operational Leadership who thrives in dynamic, challenging and fast-paced professional en..."
13215696,CONSULTANT,9428,,"CONSULTANT Career Overview Experienced self-starter who is highly customer service-oriented, organized and possesses strong time management skills. Qualified Customer Service Rep with 13 years in a de..."
13313917,CONSULTANT,5433,,"CONSULTANT Executive Profile Innovative professional with more than 15 years of experience poised to bring talent and vision to a respected organization that values hard work, dedication, and results...."
13454871,CONSULTANT,5277,sql,"CONSULTANT Career Overview More than 6 years of experience in Manufacturing & Distributions environments, including 4 years in Oracle manufacturing and Distributions applications. Implemented 5 full c..."
13569152,CONSULTANT,5202,git,"OWNER/PRINCIPLE CONSULTANT Executive Profile Education and project management consultant with a career path that emphasizes strategy and development. Throughout my career, my passion has been supporti..."
13586069,CONSULTANT,6016,"sql, machine learning","CONSULTANT Education and Training Master of Health Administration 2015 University of Missouri ï¼​ City , State Master of Science , Health Informatics and Bioinformatics 2015 University of Missouri ï¼​..."
14346702,CONSULTANT,4829,,"JEWELRY CONSULTANT Summary As you will see on my resume, I have the required experience, education, and training you seek in a candidate. In addition, I am a military spouse and have a vast understand..."
14517953,CONSULTANT,5467,html,"CONSULTANT Summary [job title] with more than [number] years of experience planning, developing and implementing [program or process] .Experienced manager with excellent client and project management ..."
14593060,CONSULTANT,8843,sql,IT CONSULTANT Professional Profile Accomplished Senior IT Engineer with demonstrated ability to analyze business requirements and create effective technical solutions applicable to diverse industries....
15083600,CONSULTANT,5661,"python, sql",PRINCIPAL CONSULTANT Professional Summary Financial/Business Analyst with over fifteen years of experience in the financial sector. Proven problem solver specializing in operational workflow designing...
10466583,DESIGNER,1701,,"FLORAL DESIGNER Summary Personable Customer Service Associate dedicated to providing the highest level of customer service. Outgoing, and efficient with the capacity to multi-task. Highlights Inventor..."
10748989,DESIGNER,5819,git,LIGHTING DESIGNER Professional Summary Computer savvy and proficient with design tools for Architecture and Electro-Mechanical Design [Job Title] who continually searches for new inspiration and stays...
10751444,DESIGNER,8037,"python, git","PRODUCT DESIGNER Professional Summary 4-5 years engineering experience and 1-2 years working experience. Able to work independently and under pressure, detail oriented, excellent problem solver, Innov..."
11155153,DESIGNER,16523,git,"MECHANICAL DESIGNER Summary Im offering over twenty-eight (28) years of extensive working knowledge of the principles, theories and concepts in the design-engineering field. A self-motivated, assertiv..."
11722421,DESIGNER,4757,,TECHNICAL DESIGNER Summary SPECIAL QUALIFICATIONS: Textile Engineering Knitting and Garment Manufacturing Textile Printing and Finishing Yarn and Fabric Dyeing Spinning and Weaving Textile Constructio...
11807040,DESIGNER,9637,"react, git",FORMS DESIGNER Professional Summary Professionally trained [job title] with experience ensuring high standards of culturally competent care for wide variety of patients with diverse needs. Responsible...
11919526,DESIGNER,6730,"java, javascript, html, sql",E-LEARNING DESIGNER Career Overview Highly skilled and experienced educator with a strong background in information technology. Adept at addressing the needs of a variety of learners and administrator...
11958994,DESIGNER,5597,,"SALON DESIGNER Career Overview Committed and motivated with exceptional customer service and decision making skills. Strong work ethic, professional demeanor and great initiative. Energetic and reliab..."
12415691,DESIGNER,5120,"python, java, html, css, sql","INFORMATION DESIGNER Summary of Qualifications Strong leadership, project management, System Administration and technical skills to meet the efficiency and optimization needs. Has 3+ years of professi..."
12547982,DESIGNER,7997,aws,SENIOR INTERIOR DESIGNER Professional Summary Interior Designer with diverse experiences working on commercial projects throughout the United States utilizing AutoCAD. Design experiences include comme...
12674307,DESIGNER,3076,,"SET DESIGNER Summary Visual Merchandiser Â committed to staying current on market trends and consumer interests. Collaborates withÂ management to create the best product plans and boost sales revenue,..."
13014900,DESIGNER,10554,html,"PRODUCT AND WEB DESIGNER Summary My career of 34 years includes the graphic art field, fine arts, and elementary art teacher. My personal evolution and vision helps me to know that I possess truth, ta..."
13518263,DESIGNER,2316,,INTERIOR DESIGNER Summary Successful Design Consultant with over 26 years of experience. Who manages large-scale interior and exterior projects from low to high-end residential homes. Capable Interior...
13557622,DESIGNER,1310,,VR DESIGNER Summary A Game Designer with exceptional modeling and prioritization skills looking for a career in an organization that would enhance and further skillset. Experience 01/2017 VR Designer ...
13774329,DESIGNER,6852,"react, git","MECHANICAL DESIGNER Summary I am a current Mechanical Designer for I.A.S. I am extremely versatile, reliable and efficient with 15+ years' experience supporting managers, business owners and executive..."
13998435,DESIGNER,6843,,PRINCIPLE DESIGNER / OWNER Professional Summary Interior Designer with a distinct understanding of spatial theory who harbors an exceptional design instinct and is uniquely attuned to the importance o...
14014749,DESIGNER,5431,,"GRAPHIC DESIGNER Summary I am a hardworking and multi-talented individual who loves to design, play sports, and learn. I am always up for a challenge and look forward to always striving to become bett..."
14528265,DESIGNER,2400,aws,"PROJECT MANAGER/CAD DESIGNER Experience 05/2015 to Current Project Manager/CAD Designer Company Name Oversee and manage all commercial and residential iron railing, security door, gate, and window wel..."
14724186,DESIGNER,2555,,INTERIOR DESIGNER Professional Summary Hands on and highly motivated Interior Designer involved in all stages of design from concept inception and development to installation. Results- oriented Design...
14743911,DESIGNER,5446,,"TECHNICAL TRAINER/ INSTRUCTIONAL DESIGNER Professional Summary Enthusiastic, hard working, former military trainer and course delvoper who has designed and taught course for use in the United States A..."
10005171,DIGITAL-MEDIA,5615,,MEDIA ACTIVITIES SPECIALIST Summary Multi-Tasking Media Relations Results-oriented Strategic Initiatives Event Planning Writer & Editor Manager/Supervisor Flexibility Adaptable Highlights Greatly impr...
10515955,DIGITAL-MEDIA,5514,git,DIGITAL MEDIA SALES CONSULTANT Summary Dedicated and highly seasoned advertising employee with over 19 years of inside and outside newspaper sales experience in both the print and digital realms. My g...
11005406,DIGITAL-MEDIA,5714,"sql, aws","SPRINT ISP MANAGEMENT TO THE VENDOR Qualifications Windows 95-XP-Windows 7/8.8,1/10 Windows NT/2000/2003/2008/2012 Red Hat (limited) Ubuntu (limited) VIRTUALIZATION TECHNOLOGY: ESX/ESXi 3.5-5.5 MS Hyp..."
11270462,DIGITAL-MEDIA,5649,,"SOCIAL MEDIA MANAGER Summary Seeking an employment position in the Marketing or Public Relations field. Highlights I am able to work very well with other people, as part of a team or otherwise, in an ..."
11677012,DIGITAL-MEDIA,2453,,"SOCIAL MEDIA MARKETING MANAGER Summary Recent graduate with excellent research, time management, and problem solving skills. Ability to function at a high level in a fast-paced environment. Passionate..."
12085736,DIGITAL-MEDIA,5800,"java, javascript, html, css, sql, git","DIGITAL ADVERTISING CONSULTANT Experience Digital Advertising Consultant , 07/2013 to 12/2017 Company Name â€“ City , State Responsible for negotiation and execution of programmatic and direct buys an..."
13328680,DIGITAL-MEDIA,5625,git,"DIRECTOR Professional Summary Skills PPC Digital Media Planning DSP Behavioral Targeting Comscore SimilarWeb Kenshoo MS Excel, PPT Agile Marketing Ads, Portuguese Advertising, Presentations Agile, Qua..."
13343786,DIGITAL-MEDIA,6465,aws,SR. LEAVE OF ADMINISTRATIVE SPECIALIST Professional Summary HR Coordinator who bringsÂ 10 years developing efficient payroll and benefits processes within corporate human resources settings. Adept at ...
13503650,DIGITAL-MEDIA,5078,,MEDIA ADMINISTRATOR Professional Summary Articulate Executive Assistant driven to succeed and bring value to any task. Strategic planning and client relationship management expert. Creative profession...
13837784,DIGITAL-MEDIA,2533,"html, git","DIGITAL MEDIA BUYER Professional Summary Versatile digital marketerÂ bringing Highlights Pay Per Click (PPC) Google Adwords Google Analytics Content Marketing Social Media Marketing - Facebook, Linked..."
14036515,DIGITAL-MEDIA,4851,,"MONITOR TECH Summary Knowledge of modern office methods and procedures, filing, telephone techniques, and office equipment. Ability to speak clearly and concisely. Ability to perform duties with speed..."
14209965,DIGITAL-MEDIA,7154,git,"CONTRACT SENIOR ASSOCIATE MEDIA PLANNER AT SAPIENTNITRO Summary To obtain a mid-level leadership position in media that will utilize my strong analytical, negotiation and creative- thinking skills. Ex..."
14556869,DIGITAL-MEDIA,4508,git,"DIGITAL MARKETING INTERN Education 2015 Bachelor of Arts : Psychology, Corporate Strategy Vanderbilt University ï¼​ City , State Cumulative Grade Point Average: 3.4 Major Grade Point Average: 3.6 Summ..."
14761906,DIGITAL-MEDIA,4725,git,"SUBSTITUTE TEACHER Summary Enthusiastic artists who loves both traditional art and digital art! Â Before moving to Richmond I spent two years working as a digital media specialist, creatingÂ brochures..."
14771530,DIGITAL-MEDIA,2418,"html, git",DIGITAL PRODUCER Summary Personable Project Manager Â successful at building strong professional relationships. Manages large and complex projects while maintaining high team morale and energy. Skille...
14945250,DIGITAL-MEDIA,7643,git,"DIGITAL MEDIA CONSULTANT Summary Dynamic and results-driven Outside Sales and Territory Manager with over 15 years of successful new business development, competitive market share expansion, and custo..."
15226699,DIGITAL-MEDIA,4942,,"OPERATIONS TECHNICIAN Summary To obtain and solidify a career-oriented position, learn valuable skills and processes, and contribute the best of my abilities for the goals, objectives, and growth of t..."
15353911,DIGITAL-MEDIA,1604,git,"LEAD ARTIST Summary I'm a fast-learning and enthusiastic animator seeking professional experience. I have over 7 years of formal art training, both digital and traditional. I'm skilled at design and c..."
15484097,DIGITAL-MEDIA,6789,git,25LIVE FUNCTIONAL ADMINISTRATOR/SUPERVISOR OF I.T. HELP DESK Professional Summary Experienced R25/ 25Live Â AdministratorÂ committed to maintaining cutting edge technical skills and up-to-date industr...
16276121,DIGITAL-MEDIA,3562,git,DIGITAL MARKETING ASSOCIATE Summary Dynamic and highly enthusiastic individual with keen business acumen seeking a position in Marketing and Advertising to apply advanced customer service skills and u...
10030015,ENGINEERING,2680,,ENGINEERING LAB TECHNICIAN Career Focus My main objective in seeking employment with Triumph Actuation Systems Inc. is to work in a professional atmosphere where I can utilize my skills and continue t...
10219099,ENGINEERING,7737,,EQUIPMENT ENGINEERING TECHNICIAN Professional Summary SkilledÂ Maintenance MechanicÂ Technician with superb problem solving and multi-tasking skills. Self-directed and motivated worker. To obtain a po...
